text_segment_id;company_name;company_url;source_url;is_pdf;labels;text_segment
72;Webasto;https://www.webasto.com;https://www.webasto.com/en-int/newsroom/press-releases/webasto-unite.html;False;5,6;Webasto describes the Webasto Unite wallbox as a charging solution for business customers with charging capacity scalable up to 22 kW. Local load management is stated as preventing load peaks and network overloads, and the wallbox is described as supporting stand-alone and cluster mode operation. The unit is stated to comply with the Measurement Instruments Directive (MID), and it is described as featuring DC residual current protection plus integration into energy management systems. Webasto Unite is described as controllable via Webasto ChargeConnect (app or web portal), enabling remote start/stop of charging sessions. Authentication methods listed include the app, RFID, or Scan & Charge, and the wallbox is described as always online with 24/7 data transmission for transparency, control, and billing exports.
73;Webasto;https://www.webasto.com;https://dealers.webasto.com/WebastoUploads/htmldoc/11411/en-GB/2793961995.html;False;7;Thermo Top Evo is specified as a Webasto water heater with an evaporator burner and ECE approvals for heating (R122) and EMC (R10). Maximum heating capacity is listed as 5.0 kW (and 4.0 kW variants are also shown), with minimum heating capacity values including 2.8 kW and 2.5 kW/1.8 kW depending on variant. Fuels listed include gasoline E0–E10 (EN 228), E85 (DIN 51625), diesel B7 (EN 590) and DIN EN 15940. Rated voltage is 12 V with a 10–16.5 V operating range. Fuel consumption examples include 0.620 l/h at 5 kW and 0.310 l/h at 2.5 kW (with 0.22 l/h at 1.8 kW for the RV variant). The heater dimensions are listed as 218 × 91 × 147 mm and weight as 2.2 kg.
74;Webasto ;https://www.webasto.com;https://www.webasto.com/en-int/cooling/marine-air-conditioning/bluecool-s-series.html;False;8;Webasto’s BlueCool S-Series (marine air-conditioners) lists cooling capacity from 6,000 to 27,000 BTU/h (1.8–7.9 kW) and integrated heating via a reverse circuit. Nominal voltage options are specified as 115 V or 230 V, with 50/60 Hz frequency. The specification table lists dimensions and weights by model: for 230 V units, S6 and S8 are 405 × 320 × 305 mm at 20 kg, S10 is 480 × 335 × 315 mm at 22 kg, S16 is 550 × 350 × 370 mm at 31 kg, and S27 is 575 × 515 × 410 mm at 46 kg. For 115 V units, examples include S6 at 405 × 320 × 300 mm and 18 kg, and S16 at 550 × 340 × 370 mm and 29 kg.
75;Leoni AG ;https://www.leoni.com;https://www.leoni.com/markets-solutions/wiring-systems/products-solutions/high-voltage-wiring-systems;False;1;The charging harness is the charging cable set that provides the electrical connection from the charging socket to the high-voltage storage system. It transmits the energy from the outside of the vehicle (e.g. wallbox) to the battery inside the vehicle and can be shielded or unshielded. The charging harness can be used to charge the battery with both alternating current and direct current for fast charging (AC/DC). The cable cross-sections range from 35 mm² to 150 mm² and enable charging currents of up to 1,000 amperes.
76;Leoni AG ;https://www.leoni.com;https://www.leoni.com/markets-solutions/wiring-systems/products-solutions/high-voltage-battery-solutions;False;1;"The battery junction box (BJB) establishes the connection and also the resolution of the connection between the vehicle's high-voltage system and the AC/DC charging components. The main tasks of the battery junction box include changing, securing and distributing the high-voltage power from the power distribution units to the high-voltage battery. The housing of the BJB is usually made of plastic or metal. The main components include busbars, cables, fuses, screws and relays. The operating voltage is up to 400/800V and the operating currents are up to 500 amps; intelligent BJBs also have integrated controllers with a LIN/CAN interface."
77;Leoni AG;https://www.leoni.com;https://www.leoni.com/markets-solutions/wiring-systems/products-solutions/high-voltage-battery-solutions;False;1;The module & device connectors establish the power connection between the battery modules and HV units. These connectors are located inside the high-voltage battery and are part of the signal and power distribution system. Each product has two interfaces, which are equipped with either plug-in or screw solutions. Depending on the requirements, unshielded standard HV cables, braided cables, busbars or a combination of several technologies can be used as the cable material.
78;Leoni AG ;https://www.leoni.com;https://www.leoni.com/press/press-releases/leoni-presents-cable-technologies-at-the-battery-show-europe;False;1;LEONI Hivocar® Cool is described as a state-of-the-art solution specially developed for the requirements of electromobility. These liquidcooled high-voltage cables provide a significantly higher current carrying capacity compared to uncooled standard HV cables with the same temperature rise. The portfolio ranges from 16 to 150 mm², whereby the diameter can be reduced by up to 30% and the weight by up to 75% compared to an HV cable with a comparable current carrying capacity.
79;Leoni AG ;https://www.leoni.com;https://www.leonicables.com/products/charging-power-solutions/leoni-ecosense-charging-cables;False;5;"LEONI High Power Charging (HPC) cables are described as enabling drivers to charge electric vehicles within a few minutes and to travel significantly longer distances. Such cables must have a smaller diameter to make them easy to handle, but this exposes them to overheating; therefore they are fitted with a liquid-cooling system. LEONI also describes developing a special HPC cable for liquid-cooled charging systems so that the temperatures in the cable and on the connector do not exceed a set limit."
80;Leoni AG ;https://www.leoni.com;https://www.leoni.com/press/press-releases/leoni-limeverse-automotive-cables-for-a-new-era;False;1;The highlight of LIMEVERSE is described as a special insulation material developed by the company’s engineers that increasingly uses bio-based materials from sustainable and/or renewable raw materials instead of crude oil, verifiable using biocarbon in the ASTM D6866 standard test method. The text also describes mass-balanced plastics whose synthesis reduces the need for petroleum-based raw materials. The result is stated as a CO? footprint around 50% lower than conventional vehicle and charging cables (depending on cable type). The product line includes PVC compounds as well as polypropylene (PP) and TPE-U, enabling temperatures up to 125 °C.
81;Leoni AG ;https://www.leoni.com;https://www.leonicables.com/products/automotive-cables/leoni-exmw;False;2;"Round, square or rectangular solid wires made of copper or aluminium are described as ideal for electric motors due to outstanding electrical properties, high dielectric strength and excellent mechanical integrity. LEONI exMW® is described as being available in flat, rectangular and round shaped profiles, allowing use in both radial and axial flux motor windings. In addition, LEONI describes exMW as winding wires manufactured by extrusion, enabling a uniform insulation layer without varnish or additional intermediate layers; this is stated to result in high production speed and precise control of dimensions and the insulation layer."
82;Leoni AG ;https://www.leoni.com;https://www.leonicables.com/products/services/labor;False;1,6;The International Test Laboratory (ITL) is described as performing tests on development and serial cables, including determination of mechanical, electrical and radio frequency properties, plus fire testing, environmental simulation and mechanical stress tests. Measurement possibilities listed for radio-frequency tests include mutual capacitance, bus capacitance, dielectric properties (eps_r, tan ?), insertion loss, input impedance, far end crosstalk, near end crosstalk, return loss, screening attenuation, voltage standing wave ratio (VSWR), unbalance attenuation (LCL, TCL, LCTL, TCTL) and characteristic impedance using propagation delay-capacitance, open-short and TDR methods.
83;Leoni AG ;https://www.leoni.com;https://www.leoni.com/markets-solutions/wiring-systems/products-solutions/low-voltage-wiring-harness;False;1;The vehicle’s main wiring harness is described as connecting several control units and lights, actuators, motors and switches, consisting of cables ranging from 0.13 mm² to 16 mm² and more, as well as connectors with corresponding contacts and seals, wires, plastic ducts and grommets. The engine compartment is described as exposed to high temperatures, wet and corrosive conditions and, in some cases, heavy impact from debris, requiring electrical systems to be particularly robust. The engine wiring harness, carrying critical electrical cables to and from the engine, is therefore described as designed for ruggedness in every respect.
84;Leoni AG ;https://www.leoni.com;https://www.leonicables.com/products/charging-power-solutions/ec-classic;False;1;"The extruded flat cables LEONI exFC® are described as consisting of several flat copper wires arranged in parallel and insulated with materials; special flat cables for lighting are described as using halogen free insulation. Listed application areas include energy bus systems, electrical window/door systems, lighting systems and ambient assisted living. For building services engineering, the text describes rising safety requirements and the need for high temperature resistant cables that must guarantee error-free operation even in the case of fire. The company describes developing and making such cables especially for lighting, heating and air conditioning systems, fire alarm systems, building safety and building management."
85;Dräxlmaier Group SE & Co. KG;https://www.draexlmaier.com;https://www.draexlmaier.com/en/products/e-mobility-systems;False;1,7;DRÄXLMAIER states that it has continuously expanded its expertise and product range for alternative drives and matching equipment since 2009. With 800-volt technologies, the company targets very short charging times. It describes battery systems spanning 48-volt to 800-volt, with integration that is independent of the cell type. Pouch, round, and prismatic cells are all referenced, and the storage systems are presented as relying on a fine-tuned interaction of system components optimized for performance.
86;Dräxlmaier Group SE & Co. KG;https://www.draexlmaier.com;https://www.draexlmaier.com/en/products/e-mobility-systems;False;1;DRÄXLMAIER describes developing, manufacturing, and supplying vehicle-specific wiring harnesses and complete wiring systems with electrical and electronic components for systems across all voltage ranges. It also describes “battery electronics” aimed at energy efficiency, reliability, and safety, to control and optimize energy flow along high-voltage paths. In addition, a modular high-voltage charging system is described that runs from charging socket to high-voltage double rail to high-voltage plug, linking the battery and infrastructure for integrated high-voltage supply.
87;Dräxlmaier Group SE & Co. KG;https://www.draexlmaier.com;https://www.draexlmaier.com/en/products/test-and-validation;False;1;DRÄXLMAIER describes a validation center for high-voltage battery systems at its Vilsbiburg headquarters, using facilities and technologies for testing and validation of high-voltage battery systems and components, on an area of around 3,000 m². For endurance testing, it describes operation under extreme climatic conditions with stated facility parameters: a 21 m³ climate chamber, test temperatures from ?48 °C to +120 °C (up to ±5 K/min), relative humidity up to 95%, and electrical operation up to 1 MW (1200 A/1200 V) with temporary overload capability.
88;Dräxlmaier Group SE & Co. KG;https://www.draexlmaier.com;https://www.draexlmaier.com/en/press-releases/detail/inspiring-solutions-for-transformation-of-mobility;False;1;DRÄXLMAIER describes the dFUSE smart HV as an electronic fuse developed for customer-specific current and voltage requirements in high-voltage electrical systems, intended to increase the reliability of safety-relevant system functions. The text states that faulty high-voltage paths can be switched off within microseconds, and explicitly refers to both 400-volt and 800-volt electrical systems. It also indicates that the dFUSE smart HV can be applied in an auxiliary unit and in the charging path, configured to automaker requirements, and mentions functions such as load monitoring as an added benefit.
89;Dräxlmaier Group SE & Co. KG;https://www.draexlmaier.com;https://www.draexlmaier.com/en/products/electrical-systems;False;1,6;DRÄXLMAIER states that it continually optimizes wiring harnesses by adjusting topology and architecture, including reductions in wire number, wire length, and cross-sections, and by using weight-optimized materials to reduce overall electrical-system weight. It describes a shift from many individual wires toward zonal architectures, supported by an “intelligent distributor” called the DRÄXLMAIER 12-volt power interface. The company states that this interface is designed in accordance with ISO 26262 for high safety requirements, and that protection is implemented electronically and via software-defined fusing.
90;Dräxlmaier Group SE & Co. KG;https://www.draexlmaier.com;https://www.draexlmaier.com/fileadmin/Group/Press/Press_kit/Press_Information_EN_2023.pdf;True;1,6;In its press information, DRÄXLMAIER describes supplying premium automobile manufacturers with complex wiring harness systems, central electrical and electronic components, exclusive interiors, and battery systems for electric mobility. It positions itself as the inventor of the customer-specific wiring harness and states that wiring harness technology and electrical/electronic components are developed in-house. Examples listed include multi-voltage and high-voltage wiring harness systems, battery management systems, and intelligent power distributors. It also references solutions for low-voltage and high-voltage battery systems in the context of emission-free mobility.
91;Dräxlmaier Group SE & Co. KG;https://www.draexlmaier.com;https://www.draexlmaier.com/fileadmin/Group/Company/Responsibility/Brochure_Sustainability.pdf;True;4;A DRÄXLMAIER sustainability brochure describes material approaches for interiors, including the use of visible natural fibers as premium surfaces and processing recycled plastics, combined with resource-efficient processes such as in-place joining and a patented D3F (DRÄXLMAIER Fast Fiber Forming) method to save material and reduce weight. For an instrument-panel “display composite substrate,” it states that magnesium die-casting was replaced by long glass fiber-reinforced plastic (ABS LGF). It further states that, with the new raw materials and lower part weight, about a 90% CO²e reduction can be achieved compared with magnesium die-casting.
92;Dräxlmaier Group SE & Co. KG;https://www.draexlmaier.com;https://www.draexlmaier.com/fileadmin/Group/Press/Press_kit/Press_Information_EN_2023.pdf;True;1,4;DRÄXLMAIER’s press information describes early automotive supply activity starting in 1958, stating that the company’s first order was to manufacture 50,000 wiring harnesses for the Goggomobil produced by Hans Glas GmbH in Dingolfing. It notes that a second product division followed soon after, supplying interior parts such as instrument panels, door panels, seat covers and rear window shelves for the microcar. The document also states that in 1960 the company introduced high-frequency welding for door panels and vacuum forming of thermoplastic film for instrument panels, which it describes as the basis for later process know-how in interior systems.
93;Dräxlmaier Group SE & Co. KG ;https://www.draexlmaier.com;https://www.draexlmaier.com/fileadmin/Group/Press/Press_kit/Press_Information_EN_2023.pdf;True;1,7;In a historical milestone entry, DRÄXLMAIER’s press information states that in 2009 the company received an order for high-voltage wiring harness systems for various Mercedes-Benz and Smart models. The same passage explicitly mentions that these models included battery drives, hybrid technology, plug-in hybrids, and future fuel cell drives. It characterizes this as an initial success in electrical mobility and states that the company would continue its involvement in this area with further innovative developments and products.
94;ElringKlinger AG;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/battery-technology;False;1;An efficient energy storage device is described as a key piece of technology for sustainable electric vehicles. ElringKlinger offers complete lithium-ion battery storage systems and modules for drives and auxiliary power units, as well as various individual components. The major advantage stated is that ElringKlinger offers development and prototype construction through to testing and series production from a single source. One of ElringKlinger’s core areas of expertise is combining a variety of different components reliably into a single assembly, acting as a development partner and supplier of both individual components and complete systems.
95;ElringKlinger AG;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/battery-technology/cell-contact-systems;False;1;ElringKlinger states that its specifically matched cell contacting systems in various configuration levels can be placed and welded directly onto the cell composite. The plastic carrier frame accommodates the cell connectors and ensures that they can be installed in all tolerance positions. In addition to the already integrated voltage and temperature sensors, the monitoring electronics (CSC) can also be installed. Automotive plug systems or screw connectors can be used for the electrical connection outside.
96;ElringKlinger AG;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/drive-components/electromobility/battery-components;False;1;Pressure equalizing units are described as compensating for pressure differences in the storage housing (e.g., when driving up and down mountains, with temperature differences, and for air transport in aircraft cargo holds without pressure equalization). The units are described as featuring an integrated safety function for critical excess pressure. The integrated emergency degassing function is stated to ensure rapid, controlled pressure equalization in the event of battery cell outgassing.
97;ElringKlinger AG;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/drive-components/electromobility/battery-components;False;1,4;Plastic battery housing and modules are described as enabling weight and cost reduction, reduced installation work, integrated functions with a reduced number of components, optimized NVH properties, low thermal conductivity, and excellent electrical insulation. For Battery Housing / Component Protection ElroForm™ E (e.g., battery housing and module housing), the carrier layer is described as providing structural strength and rigidity, while also enabling weight and cost reduction and integration of functions, with optimized NVH properties.
98;ElringKlinger AG;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/lightweighting/pressing-and-forming-technology;False;1,4;"The underbody protection for battery systems is described as needing to reliably withstand roadside impact loads and offer outstanding thermal and acoustic insulation. ElroSafe™ components made of thermoplastic fiber composites are described as offering crucial advantages compared with conventional aluminum battery bases. ElroSafe™ advantages listed include a high degree of strength, rigidity and toughness; low density and low wall thickness; high damage tolerance and heat resistance (fuel-fire test, thermal propagation); electrical insulation; and recyclability. The material system is also described as applicable to other lightweight applications such as bulkheads and rear bumper brackets."
99;ElringKlinger AG;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/sealing-technology/elastomer-and-metal-elastomer-gaskets;False;4,7;Metal-elastomer gaskets are described as being used for highly stressed components such as electric drive units, battery storage systems, or engine and transmission components. They consist of a metal carrier with vulcanized elastomer profiles. The elastomer materials used are described as being developed in-house by ElringKlinger and tailored to the relevant requirements. Thanks to state-of-the-art process technology and injection molding technologies, different materials can be joined to a metal or plastic carrier, which is stated to enable the optimal material to be used for every medium to be sealed.
100;ElringKlinger AG;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/sealing-technology/metalosealtm-metal-bead-gaskets;False;1,2;"MetaloSeal™ is described as a sealing system based on metallic carrier materials onto which an elastomer function coating is applied; metal beads ensure line pressing that concentrates sealing force where required. Adaptability is described as a key advantage, combining different metals with different elastomer types aligned to the application, with high elasticity and minimal assembly forces. The latest development is described as an electrically conductive coating used in particular for EDUs and battery applications with high requirements for electromagnetic shielding (EMC). Temperature ranges from -40 °C to +800 °C and pressures up to 200 bar are stated, and installation in the main load gasket is described as enabling a simplified sealing flange design without a groove."
101;ElringKlinger AG;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/sealing-technology/metaloflextm-cylinder-head-gaskets;False;7;With the metal layer sealing system, engine components are described as being flexibly pre-tensioned around the combustion chamber via a deformation limiter (stopper). This is stated to reduce sealing gap vibrations caused by ignition pressure and prevent excessive deformation of the full beads. ElringKlinger states it offers technologies for deformation limiters including stamped stoppers (with stamps in the function layers, such as meanders and dimples, and in the carrier plate, such as diamond shapes), as well as laser-welded stoppers, folded-over stopper layers, and segment stoppers. Metaloflex™ cylinder-head gaskets are described as consisting of beaded, elastomer-coated spring steel layers (single or multi-layer), with a modular design (coating, bead and stopper) enabling tailoring to the relevant engine.
102;ElringKlinger AG;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/sealing-technology/metal-elastomer-cylinder-head-gaskets;False;7;"Metal-elastomer cylinder-head gaskets are described as mainly used in commercial vehicle engines and large engines (power plants, ships). Challenges listed include higher combustion pressures, compression homogenization, greater thermal loads and increased emissions requirements. ElringKlinger states its metal-elastomer system provides completely reliable sealing even in ignition pressures up to 290 bar, engine outputs over 2,000 kW and engine running times of 1.5 million kilometers. It also states that high ignition pressure on engines without bushings or with slip-fit bushings, low screw forces and a low number of screws can be managed reliably with pressing homogenization; for gas sealing, special steel-bead constructions are used to achieve an evenly high sealing pressure, while liquid sealing takes place via elastomer sealing lips at significantly lower sealing pressure levels."
103;ElringKlinger AG ;https://www.elringklinger.com;https://elringklinger.de/en/products-technologies/components-for-electrolyzers;False;7;"For bipolar plates for electrolysis stacks, ElringKlinger describes automated series processes in metalworking and plastic injection moulding, joining and coating technology, and experience in PEM fuel cell stack production as enabling industrialization of bipolar plates with or without integrated gaskets. The company states its subsidiary EKPO offers bipolar plates made of corrosion-resistant steel with various coating options, citing advantages in cost-efficiency, power density, and cold-start capability. It explains that PEMFC stacks consist of alternating membrane electrode assemblies (MEAs) and bipolar plates, interspersed with porous layers for gas distribution and current transfer; the bipolar plate separates the media, distributes them within the stack, ensures uniform cooling, and transfers electric current to adjacent cells."
104;Brose;https://www.brose.com;https://www.brose.com/de-en/products/electric-motors-and-drives/;False;4;Brose lists an electric power steering motor as an electronically commutated motor with a power range from 250 to 900 W. The motor has a variable interface for rack, column and pinion steering applications. Brose states the design is free of heavy rare earth magnets and uses a fail-safe system through redundancy. The company adds that the motor complies with ASIL D functional safety requirements and positions it within its chassis and steering drive portfolio.
105;Brose;https://www.brose.com;https://www.brose.com/de-en/products/electric-motors-and-drives/;False;4;Brose describes a drive for rear-axle steering based on a market-proven motor concept from ongoing high-volume production. It is available as an axis-parallel or hollow shaft motor, and the hollow shaft drive is described as having a particularly compact design with many integration possibilities. Brose states the drive is suitable for passenger and commercial vehicles, offers a high degree of efficiency, and covers a power range from 350 to 500 W.
106;Brose;https://www.brose.com;https://www.brose.com/de-en/products/electric-motors-and-drives/;False;2;Brose lists a drive for electric two-wheelers with a rated continuous power of 4 kW and describes high power density with a low weight of 9.8 kilograms. The company states it is suitable as a mid-range motor and scalable up to a power of 15 kW at 48 V. Brose describes the solution as a polyphase motor with integrated power electronics and states that the integrated power electronics increases range.
107;Brose;https://www.brose.com;https://www.brose.com/de-en/products/electric-motors-and-drives/;False;3;Brose describes an electric air conditioning compressor in which a scroll compressor ensures constant flow and quiet, low-vibration operation. The compressor unit is offered for either chemical refrigerant or CO2 and is designed for 48 V electrical system and high-voltage operation. For thermal-management fans, Brose lists a cooling fan module for electronically commutated drives with stable performance up to 120° C, integrated electronics with LIN or PWM interface, and scalability from 300 to 1,200 W, positioned as a benchmark for space and weight in the 600 W performance class.
108;Brose;https://www.brose.com;https://www.brose.com/de-en/press/brose-unveils-key-innovations-to-power-the-future-of-the-automotive-industry.html;False;6;Brose describes its Smart Cockpit System as drawing on expertise in intelligent access and flexible interior and combining ultra-wideband (UWB) and millimeter-wave radar technologies to build a human-vehicle interface. The company states the system includes a smart digital key that responds to user proximity with synchronized lighting and sound effects to enable keyless entry and locking. By repurposing in-vehicle UWB sensors, Brose also describes enabling occupant detection and automatic tailgate operation, balancing cost and functionality.
109;Brose;https://www.brose.com;https://www.brose.com/de-en/press/brose-unveils-key-innovations-to-power-the-future-of-the-automotive-industry.html;False;4,7;Brose states that, as 48-volt architecture becomes a defining trend in new energy vehicle design, it is introducing a suite of 48V system solutions across multiple domains, including door system, seat system, thermal management, and chassis motors. These technologies are described as helping OEMs optimize vehicle electrical systems and improve overall performance and efficiency. Brose also notes that its 48V cooling fan module and window regulator motor have already entered mass production and are featured in new energy vehicle.
110;Brose;https://www.brose.com;https://www.brose.com/de-en/products/technology-for-vehicle-doors-and-liftgates/;False;4;Brose describes a compact module that uses a plastic window regulator with a wet-dry room separation function as a module. Brose states the approach enables weight savings of up to 2 kg per vehicle compared to conventional component design. The company adds that integration of interfaces for further components is possible and cites examples such as a loudspeaker, crash sensor, and a door control unit.
111;Brose;https://www.brose.com;https://www.brose.com/de-en/press/brose-unveils-key-innovations-to-power-the-future-of-the-automotive-industry.html;False;4,6;Brose states that, together with joint venture Brose Sitech, it is presenting an interior solution covering from seat structures to complete seat. As a leader in high-end seat structures, Brose describes a zero-gravity solution featuring a slim Y-movement mechanism intended for flexible spatial layout and integrated haptic feedback for immersive entertainment. Additional features are listed as including a neck warmer, pneumatic massage, seat heating, and ambient lighting to enhance the in-car experience.
112;Brose;https://www.brose.com;https://www.brose.com/de-en/products/electric-motors-and-drives/;False;7;"Brose describes an electric oil pump with motor, electronics and pump in a single, compact housing. It uses sensorless and variable oil flow control independent of engine speed, provides immediately available oil pressure, and is intended for use in variable as well as automatic and dual-clutch transmissions; Brose specifies an oil flow of 16.1 l/min. Brose also lists a drive for an auxiliary oil pump that provides constant oil pressure during start-stop and coasting phases, has electrical power of 350 W, uses highly integrated electronics, and can be controlled via LIN, CAN and other communication systems."
113;Brose ;https://www.brose.com;https://www.brose-ebike.com/de-en/presse/sram-eagle-powertrain.html;False;2;Brose states that the Brose Drive S Mag is used as the centerpiece of SRAM’s Eagle Powertrain and describes the mid-mounted motor as having been continuously optimized since its introduction. Brose attributes a magnesium housing to the S Mag and states the torque is 90 Nm. The article characterizes the motor as a compromise between noise, power and volume and describes its qualities as natural handling and barely audible operating noise. Brose also states that, at its e-bike competence center in Berlin, more than 140 employees develop and produce drives used in models from over 30 manufacturers worldwide.
114;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/en/product-family/hirschmann-automotive-powerstar;False;1;Hirschmann Automotive states that high-voltage components must withstand extreme conditions reliably and safely, including high voltage levels as well as thermal and mechanical loads. The company therefore sets specific requirements, especially for insulation, electromagnetic compatibility, and tightness. It notes that it collaborated with renowned OEMs to develop the Hirschmann Automotive PowerStar (HPS) family, which transmits high electric currents with a voltage up to 1,000 VDC throughout vehicles reliably. The company adds that HPS connectors are used to connect ancillary units such as air-conditioning compressors, converters, and on-board chargers.
115;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/en/product/hps-distributor;False;1;Hirschmann Automotive explains that electrification requires an efficient connection of current-carrying lines in high-voltage vehicle electrical systems, and that power increasingly needs to be distributed to two HV units. The company indicates this can be achieved safely with HPS Distributors, and describes the design as extremely compact and highly scalable due to the use of standard components covering a wide range of cross-sections. It lists operating condition U = 1,000 VDC, ambient condition -40°C to +140°C, watertightness IP6K9K and IPX8, and a 360° circumferential shielded area with shield contact resistance < 2 m?.
116;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/downloadFile/3074;False;1;Hirschmann Automotive presents the PowerStar eLine as a high-voltage connector concept and describes the HPS40-E 4+2 connector system as a solution for on-board charger connections. The company lists characteristics including watertightness according to IP6K9K, integrated interlock, a 360° shielded connection, low shield contact resistance, and high current load at high ambient temperatures. It specifies applications as 3-phase charging, number of pins as 4 (high voltage) + 2 (HVIL optional), and operating conditions of 1,000 VDC, with voltage class B according to ISO 6469-3:2011 (60 VDC < U ? 1,000 VDC).
117;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/en/product-family/interconnect-solutions;False;1;Hirschmann Automotive states that it develops high-performance cable assemblies for applications in cars with combustion engines and in electrified vehicles, covering low-voltage and high-voltage ranges. The company notes that external loads and kinematic requirements on cable assemblies are tremendous, for example in axle-region cablings and at interfaces between dry and wet areas. It adds that its cable assemblies are designed for these high loads and that the portfolio includes oil-proof wiring harnesses and tight wiring harnesses for wet areas and the engine compartment, equipped with small, vibration-resistant, waterproof connectors or sensor systems. It also states it continuously improves weight and dimensions and minimizes tolerances of cable assemblies.
118;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/en/product-family/sensor-solutions;False;6;Hirschmann Automotive characterizes its sensor systems as intelligent, flexible, and reliable for the automotive industry and other vehicle types in the PowerSports category. The company states that, whether for combustion engines or alternative drive technology, its products are suitable for all models and that the sensors use the Hall principle to work contactless, repeatable, and with a high level of precision. It further explains that systems are available as standard versions and customized solutions and include sensor technology, sensor housings, connecting cables, connectors, and magnet assemblies. The company specifies validation for a temperature range from -40°C to +160°C and notes vertical integration from stamped components to overmold to potting.
119;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/media/user_upload/Products/Sensors/Product-Flyer-Hall_Speed_Sensor.pdf;True;6;Hirschmann Automotive states that its Hall speed sensors are suited for demanding environments and produce accurate measurement results. For gearbox speed-sensing without rotation direction detection, the flyer specifies contactless Hall technology and lists benefits including no wear parts and high chemical resistance, as well as high temperature resistance up to 160°C. Technical values shown include signal frequency 1 Hz to 10,000 Hz, air gap 0.2 mm to 5.0 mm, supply voltage 4.5 V to 20.0 V, ESD compatibility ±12 kV, operating temperature tamb -40°C to +160°C, and tightness IP67 / IP6K9K.
120;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/en/product/hirschmann-automotive-pressfit-terminal-hapt;False;6;Hirschmann Automotive describes its pressfit terminal (HAPT) within a product range intended to ensure reliability under extreme conditions and in highly stressed vehicle areas. The company lists a flexible central web that folds out during the press-in process and states that high spring forces keep the press-fit pin stable in the PCB. It specifies an ambient temperature range of -40°C to +150°C and indicates validation in accordance with DIN EN 60352-5 and various customer standards.
121;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/en/product/cable-lugs;False;1;Hirschmann Automotive states that its ring-terminal products combine standard-compliant ring terminals with solutions designed to meet automotive standards. The page lists cable crimp 4–6 mm², material thickness 0.2–3 mm, and screw sizes M3–M5, with further variants on request. Example product-variant entries shown include “Ring Terminal M5 without Iso Crimp 4–6 mm²” with surfaces Sn or Ag and feed “20 mm, cross transport,” and materials such as CuZn37 R350, K88 R520, and CuCrZr R480 (also shown with M3/M4 variants).
122;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/en/product-family/sealstar-hmk;False;1;Hirschmann Automotive states that the SealStar HMK product range shows its strengths when everything is vibrating in the engine compartment. The company describes the patented HMK range as offering features such as maximum vibration resistance and tightness, and says the high-performance engine contact systems function reliably even at extreme temperatures. It adds that products are offered with an AK receptacle and can be customized automatically. The company further notes that, thanks to a patented insertion process, manual assembly effort is small while the normal contact force is reliable and high.
123;Hirschmann Automotive ;https://www.hirschmann-automotive.com/;https://www.hirschmann-automotive.com/media/user_upload/Products/Industrial_Components/Hirschmann_Automotive_Industrial_Components_Product_Catalogue.pdf;True;6;In its Industrial Components catalogue, Hirschmann Automotive describes wear-free, magnetic Hall sensor systems used for rotation direction detection, rotation angle measurements, and rotation speed detection. The catalogue states that sensors are available with a connection cable (200 or 1,000 mm), with or without an M8 connector, and as 5V or 36V variants. For rotation speed sensors, it specifies contactless and wear-free sensing for rotation speed detection from 0 to 600000 rpm and mentions characteristics such as magnetic pole wheels, a 2- or 3-wire interface, size-optimized design, sealed housing, and various connection options, including use in harsh environments and combination with direction-of-rotation detection.
124;Miba;https://www.miba.com;https://www.miba.com/en/emobility/battery-cooling;False;3;"The company describes thermal management as a critical success factor for electric vehicles, linking long service life, short charging time, and energy density to an efficient battery cooling system. Traditional solutions are described as rigid cooling plates (often aluminum) with embedded coolant channels; manufacturing tolerances can create air gaps and poor thermal conductivity unless thermally conductive pastes are used. The company’s flexible battery cooling replaces the plate with a heat exchanger that adapts to the battery cell shape, enabling direct thermal contact between the heat exchanger and the cell without heat-conducting paste."
